"","code","name","namew","type","parent","parent_type"
"27944","N21000604","BT402LE",NA,"postcode","N21000604","sdz"
"27945","N21000604","BT402LF",NA,"postcode","N21000604","sdz"
"27946","N21000604","BT402LG",NA,"postcode","N21000604","sdz"
"27947","N21000603","BT402LH",NA,"postcode","N21000603","sdz"
"27948","N21000603","BT402LJ",NA,"postcode","N21000603","sdz"
"27949","N21000603","BT402LL",NA,"postcode","N21000603","sdz"
"27950","N21000606","BT402LN",NA,"postcode","N21000606","sdz"
"27951","N21000603","BT402LP",NA,"postcode","N21000603","sdz"
"27952","N21000603","BT402LQ",NA,"postcode","N21000603","sdz"
"27953","N21000603","BT402LR",NA,"postcode","N21000603","sdz"
"27954","N21000603","BT402LS",NA,"postcode","N21000603","sdz"
"27955","N21000603","BT402LT",NA,"postcode","N21000603","sdz"
"27956","N21000603","BT402LU",NA,"postcode","N21000603","sdz"
"27957","N21000603","BT402LW",NA,"postcode","N21000603","sdz"
"27958","N21000603","BT402LX",NA,"postcode","N21000603","sdz"
"27959","N21000603","BT402LY",NA,"postcode","N21000603","sdz"
"27960","N21000603","BT402LZ",NA,"postcode","N21000603","sdz"
"27961","N21000603","BT402NA",NA,"postcode","N21000603","sdz"
"27962","N21000606","BT402NB",NA,"postcode","N21000606","sdz"
"27963","N21000603","BT402ND",NA,"postcode","N21000603","sdz"
"27964","N21000603","BT402NE",NA,"postcode","N21000603","sdz"
"27965","N21000603","BT402NF",NA,"postcode","N21000603","sdz"
"27966","N21000603","BT402NG",NA,"postcode","N21000603","sdz"
"27967","N21000603","BT402NH",NA,"postcode","N21000603","sdz"
"27968","N21000605","BT402NJ",NA,"postcode","N21000605","sdz"
"27969","N21000604","BT402NL",NA,"postcode","N21000604","sdz"
"27970","N21000612","BT402NN",NA,"postcode","N21000612","sdz"
"27971","N21000612","BT402NP",NA,"postcode","N21000612","sdz"
"27972","N21000603","BT402NQ",NA,"postcode","N21000603","sdz"
"27973","N21000612","BT402NR",NA,"postcode","N21000612","sdz"
"27974","N21000612","BT402NS",NA,"postcode","N21000612","sdz"
"27975","N21000612","BT402NT",NA,"postcode","N21000612","sdz"
"27976","N21000612","BT402NU",NA,"postcode","N21000612","sdz"
"27977","N21000612","BT402NW",NA,"postcode","N21000612","sdz"
"27978","N21000612","BT402NX",NA,"postcode","N21000612","sdz"
"27979","N21000606","BT402NY",NA,"postcode","N21000606","sdz"
"27980","N21000613","BT402NZ",NA,"postcode","N21000613","sdz"
"27981","N21000613","BT402PA",NA,"postcode","N21000613","sdz"
"27982","N21000613","BT402PB",NA,"postcode","N21000613","sdz"
"27983","N21000613","BT402PD",NA,"postcode","N21000613","sdz"
"27984","N21000613","BT402PE",NA,"postcode","N21000613","sdz"
"27985","N21000612","BT402PF",NA,"postcode","N21000612","sdz"
"27986","N21000612","BT402PG",NA,"postcode","N21000612","sdz"
"27987","N21000613","BT402PH",NA,"postcode","N21000613","sdz"
"27988","N21000613","BT402PJ",NA,"postcode","N21000613","sdz"
"27989","N21000613","BT402PL",NA,"postcode","N21000613","sdz"
"27990","N21000613","BT402PN",NA,"postcode","N21000613","sdz"
"27991","N21000613","BT402PP",NA,"postcode","N21000613","sdz"
"27992","N21000612","BT402PQ",NA,"postcode","N21000612","sdz"
"27993","N21000613","BT402PR",NA,"postcode","N21000613","sdz"
"27994","N21000613","BT402PS",NA,"postcode","N21000613","sdz"
"27995","N21000612","BT402PT",NA,"postcode","N21000612","sdz"
"27996","N21000612","BT402PU",NA,"postcode","N21000612","sdz"
"27997","N21000613","BT402PW",NA,"postcode","N21000613","sdz"
"27998","000000000","BT402PX",NA,"postcode","000000000","sdz"
"27999","N21000606","BT402PY",NA,"postcode","N21000606","sdz"
"28000","N21000606","BT402PZ",NA,"postcode","N21000606","sdz"
"28001","N21000603","BT402QA",NA,"postcode","N21000603","sdz"
"28002","N21000612","BT402QB",NA,"postcode","N21000612","sdz"
"28003","N21000612","BT402QD",NA,"postcode","N21000612","sdz"
"28004","N21000603","BT402QE",NA,"postcode","N21000603","sdz"
"28005","N21000612","BT402QF",NA,"postcode","N21000612","sdz"
"28006","N21000603","BT402QG",NA,"postcode","N21000603","sdz"
"28007","N21000603","BT402QH",NA,"postcode","N21000603","sdz"
"28008","N21000603","BT402QJ",NA,"postcode","N21000603","sdz"
"28009","N21000603","BT402QL",NA,"postcode","N21000603","sdz"
"28010","N21000603","BT402QN",NA,"postcode","N21000603","sdz"
"28011","N21000603","BT402QP",NA,"postcode","N21000603","sdz"
"28012","N21000603","BT402QQ",NA,"postcode","N21000603","sdz"
"28013","N21000603","BT402QR",NA,"postcode","N21000603","sdz"
"28014","N21000603","BT402QS",NA,"postcode","N21000603","sdz"
"28015","N21000603","BT402QT",NA,"postcode","N21000603","sdz"
"28016","N21000603","BT402QU",NA,"postcode","N21000603","sdz"
"28017","N21000603","BT402QW",NA,"postcode","N21000603","sdz"
"28018","N21000603","BT402QX",NA,"postcode","N21000603","sdz"
"28019","N21000614","BT402QY",NA,"postcode","N21000614","sdz"
"28020","N21000603","BT402QZ",NA,"postcode","N21000603","sdz"
"28021","N21000603","BT402RA",NA,"postcode","N21000603","sdz"
"28022","N21000603","BT402RB",NA,"postcode","N21000603","sdz"
"28023","N21000603","BT402RD",NA,"postcode","N21000603","sdz"
"28024","N21000603","BT402RE",NA,"postcode","N21000603","sdz"
"28025","N21000603","BT402RF",NA,"postcode","N21000603","sdz"
"28026","N21000603","BT402RG",NA,"postcode","N21000603","sdz"
"28027","N21000603","BT402RH",NA,"postcode","N21000603","sdz"
"28028","N21000603","BT402RJ",NA,"postcode","N21000603","sdz"
"28029","N21000603","BT402RL",NA,"postcode","N21000603","sdz"
"28030","N21000603","BT402RN",NA,"postcode","N21000603","sdz"
"28031","N21000603","BT402RP",NA,"postcode","N21000603","sdz"
"28032","N21000603","BT402RQ",NA,"postcode","N21000603","sdz"
"28033","N21000603","BT402RR",NA,"postcode","N21000603","sdz"
"28034","N21000612","BT402RS",NA,"postcode","N21000612","sdz"
"28035","N21000603","BT402RT",NA,"postcode","N21000603","sdz"
"28036","N21000603","BT402RU",NA,"postcode","N21000603","sdz"
"28037","N21000603","BT402RW",NA,"postcode","N21000603","sdz"
"28038","N21000603","BT402RX",NA,"postcode","N21000603","sdz"
"28039","N21000612","BT402RY",NA,"postcode","N21000612","sdz"
"28040","N21000612","BT402RZ",NA,"postcode","N21000612","sdz"
"28041","N21000612","BT402SA",NA,"postcode","N21000612","sdz"
"28042","N21000612","BT402SB",NA,"postcode","N21000612","sdz"
"28043","N21000612","BT402SD",NA,"postcode","N21000612","sdz"
"28044","N21000612","BT402SE",NA,"postcode","N21000612","sdz"
"28045","N21000612","BT402SF",NA,"postcode","N21000612","sdz"
"28046","N21000612","BT402SG",NA,"postcode","N21000612","sdz"
"28047","N21000612","BT402SH",NA,"postcode","N21000612","sdz"
"28048","N21000612","BT402SJ",NA,"postcode","N21000612","sdz"
"28049","N21000613","BT402SL",NA,"postcode","N21000613","sdz"
"28050","N21000613","BT402SN",NA,"postcode","N21000613","sdz"
"28051","N21000612","BT402SP",NA,"postcode","N21000612","sdz"
"28052","N21000612","BT402SQ",NA,"postcode","N21000612","sdz"
"28053","N21000613","BT402SR",NA,"postcode","N21000613","sdz"
"28054","N21000613","BT402SS",NA,"postcode","N21000613","sdz"
"28055","N21000612","BT402ST",NA,"postcode","N21000612","sdz"
"28056","N21000612","BT402SU",NA,"postcode","N21000612","sdz"
"28057","N21000613","BT402SW",NA,"postcode","N21000613","sdz"
"28058","N21000612","BT402SX",NA,"postcode","N21000612","sdz"
"28059","N21000612","BT402SY",NA,"postcode","N21000612","sdz"
"28060","N21000603","BT402SZ",NA,"postcode","N21000603","sdz"
"28061","N21000613","BT402TA",NA,"postcode","N21000613","sdz"
"28062","N21000613","BT402TB",NA,"postcode","N21000613","sdz"
"28063","N21000613","BT402TD",NA,"postcode","N21000613","sdz"
"28064","N21000613","BT402TE",NA,"postcode","N21000613","sdz"
"28065","N21000613","BT402TF",NA,"postcode","N21000613","sdz"
"28066","N21000613","BT402TG",NA,"postcode","N21000613","sdz"
"28067","N21000613","BT402TH",NA,"postcode","N21000613","sdz"
"28068","N21000613","BT402TJ",NA,"postcode","N21000613","sdz"
"28069","N21000596","BT402TL",NA,"postcode","N21000596","sdz"
"28070","000000000","BT402TN",NA,"postcode","000000000","sdz"
"28071","N21000613","BT402TP",NA,"postcode","N21000613","sdz"
"28072","N21000613","BT402TQ",NA,"postcode","N21000613","sdz"
"28073","N21000612","BT402TR",NA,"postcode","N21000612","sdz"
"28074","N21000612","BT402TS",NA,"postcode","N21000612","sdz"
"28075","N21000612","BT402TT",NA,"postcode","N21000612","sdz"
"28076","N21000612","BT402TU",NA,"postcode","N21000612","sdz"
"28077","N21000612","BT402TW",NA,"postcode","N21000612","sdz"
"28078","N21000612","BT402TX",NA,"postcode","N21000612","sdz"
"28079","N21000603","BT402TY",NA,"postcode","N21000603","sdz"
"28080","N21000612","BT402TZ",NA,"postcode","N21000612","sdz"
"28081","N21000606","BT402UA",NA,"postcode","N21000606","sdz"
"28082","N21000612","BT402UB",NA,"postcode","N21000612","sdz"
"28083","N21000612","BT402UD",NA,"postcode","N21000612","sdz"
"28084","N21000612","BT402UE",NA,"postcode","N21000612","sdz"
"28085","N21000612","BT402UF",NA,"postcode","N21000612","sdz"
"28086","N21000612","BT402UG",NA,"postcode","N21000612","sdz"
"28087","N21000612","BT402UH",NA,"postcode","N21000612","sdz"
"28088","N21000612","BT402UJ",NA,"postcode","N21000612","sdz"
"28089","N21000612","BT402UL",NA,"postcode","N21000612","sdz"
"28090","N21000609","BT402UN",NA,"postcode","N21000609","sdz"
"28091","N21000612","BT402UP",NA,"postcode","N21000612","sdz"
"28092","N21000606","BT402WA",NA,"postcode","N21000606","sdz"
"28093","N21000603","BT402WB",NA,"postcode","N21000603","sdz"
"28094","N21000606","BT402WD",NA,"postcode","N21000606","sdz"
"28095","N21000606","BT402WE",NA,"postcode","N21000606","sdz"
"28096","N21000606","BT402WF",NA,"postcode","N21000606","sdz"
"28097","N21000606","BT402WG",NA,"postcode","N21000606","sdz"
"28098","N21000603","BT402WH",NA,"postcode","N21000603","sdz"
"28099","N21000606","BT402WJ",NA,"postcode","N21000606","sdz"
"28100","N21000603","BT402WL",NA,"postcode","N21000603","sdz"
"28101","N21000606","BT402WN",NA,"postcode","N21000606","sdz"
"28102","N21000606","BT402WP",NA,"postcode","N21000606","sdz"
"28103","N21000606","BT402WQ",NA,"postcode","N21000606","sdz"
"28104","N21000606","BT402WR",NA,"postcode","N21000606","sdz"
"28105","N21000606","BT402WS",NA,"postcode","N21000606","sdz"
"28106","N21000606","BT402WZ",NA,"postcode","N21000606","sdz"
"28107","N21000606","BT402YA",NA,"postcode","N21000606","sdz"
"28108","N21000603","BT402YB",NA,"postcode","N21000603","sdz"
"28109","N21000611","BT403AA",NA,"postcode","N21000611","sdz"
"28110","N21000611","BT403AB",NA,"postcode","N21000611","sdz"
"28111","N21000611","BT403AD",NA,"postcode","N21000611","sdz"
"28112","N21000611","BT403AE",NA,"postcode","N21000611","sdz"
"28113","N21000611","BT403AF",NA,"postcode","N21000611","sdz"
"28114","N21000611","BT403AG",NA,"postcode","N21000611","sdz"
"28115","N21000611","BT403AH",NA,"postcode","N21000611","sdz"
"28116","N21000611","BT403AJ",NA,"postcode","N21000611","sdz"
"28117","N21000614","BT403AL",NA,"postcode","N21000614","sdz"
"28118","N21000611","BT403AN",NA,"postcode","N21000611","sdz"
"28119","N21000613","BT403AP",NA,"postcode","N21000613","sdz"
"28120","N21000611","BT403AQ",NA,"postcode","N21000611","sdz"
"28121","N21000611","BT403AR",NA,"postcode","N21000611","sdz"
"28122","N21000613","BT403AS",NA,"postcode","N21000613","sdz"
"28123","N21000613","BT403AT",NA,"postcode","N21000613","sdz"
"28124","000000000","BT403AU",NA,"postcode","000000000","sdz"
"28125","N21000611","BT403AW",NA,"postcode","N21000611","sdz"
"28126","N21000613","BT403AX",NA,"postcode","N21000613","sdz"
"28127","N21000611","BT403AY",NA,"postcode","N21000611","sdz"
"28128","N21000611","BT403AZ",NA,"postcode","N21000611","sdz"
"28129","N21000611","BT403BA",NA,"postcode","N21000611","sdz"
"28130","N21000611","BT403BB",NA,"postcode","N21000611","sdz"
"28131","N21000611","BT403BD",NA,"postcode","N21000611","sdz"
"28132","000000000","BT403BE",NA,"postcode","000000000","sdz"
"28133","N21000611","BT403BF",NA,"postcode","N21000611","sdz"
"28134","N21000611","BT403BG",NA,"postcode","N21000611","sdz"
"28135","N21000611","BT403BH",NA,"postcode","N21000611","sdz"
"28136","N21000611","BT403BJ",NA,"postcode","N21000611","sdz"
"28137","N21000611","BT403BL",NA,"postcode","N21000611","sdz"
"28138","N21000611","BT403BN",NA,"postcode","N21000611","sdz"
"28139","N21000611","BT403BP",NA,"postcode","N21000611","sdz"
"28140","N21000613","BT403BQ",NA,"postcode","N21000613","sdz"
"28141","N21000611","BT403BS",NA,"postcode","N21000611","sdz"
"28142","N21000611","BT403BT",NA,"postcode","N21000611","sdz"
"28143","N21000611","BT403BU",NA,"postcode","N21000611","sdz"
"28144","N21000611","BT403BW",NA,"postcode","N21000611","sdz"
"28145","N21000611","BT403BX",NA,"postcode","N21000611","sdz"
"28146","N21000611","BT403BY",NA,"postcode","N21000611","sdz"
"28147","N21000611","BT403BZ",NA,"postcode","N21000611","sdz"
"28148","N21000611","BT403DA",NA,"postcode","N21000611","sdz"
"28149","N21000611","BT403DB",NA,"postcode","N21000611","sdz"
"28150","N21000611","BT403DD",NA,"postcode","N21000611","sdz"
"28151","N21000611","BT403DE",NA,"postcode","N21000611","sdz"
"28152","N21000611","BT403DF",NA,"postcode","N21000611","sdz"
"28153","N21000611","BT403DG",NA,"postcode","N21000611","sdz"
"28154","N21000615","BT403DH",NA,"postcode","N21000615","sdz"
"28155","N21000615","BT403DJ",NA,"postcode","N21000615","sdz"
"28156","N21000615","BT403DL",NA,"postcode","N21000615","sdz"
"28157","N21000613","BT403DN",NA,"postcode","N21000613","sdz"
"28158","N21000613","BT403DP",NA,"postcode","N21000613","sdz"
"28159","N21000611","BT403DQ",NA,"postcode","N21000611","sdz"
"28160","N21000613","BT403DR",NA,"postcode","N21000613","sdz"
"28161","N21000613","BT403DS",NA,"postcode","N21000613","sdz"
"28162","N21000613","BT403DT",NA,"postcode","N21000613","sdz"
"28163","N21000613","BT403DU",NA,"postcode","N21000613","sdz"
"28164","N21000611","BT403DW",NA,"postcode","N21000611","sdz"
"28165","N21000613","BT403DX",NA,"postcode","N21000613","sdz"
"28166","N21000613","BT403DY",NA,"postcode","N21000613","sdz"
"28167","N21000613","BT403DZ",NA,"postcode","N21000613","sdz"
"28168","N21000613","BT403EA",NA,"postcode","N21000613","sdz"
"28169","N21000628","BT403EB",NA,"postcode","N21000628","sdz"
"28170","N21000628","BT403ED",NA,"postcode","N21000628","sdz"
"28171","N21000628","BT403EE",NA,"postcode","N21000628","sdz"
"28172","N21000613","BT403EF",NA,"postcode","N21000613","sdz"
"28173","N21000613","BT403EG",NA,"postcode","N21000613","sdz"
"28174","N21000613","BT403EH",NA,"postcode","N21000613","sdz"
"28175","N21000613","BT403EJ",NA,"postcode","N21000613","sdz"
"28176","N21000613","BT403EL",NA,"postcode","N21000613","sdz"
"28177","000000000","BT403EN",NA,"postcode","000000000","sdz"
"28178","N21000611","BT403EP",NA,"postcode","N21000611","sdz"
"28179","N21000613","BT403EQ",NA,"postcode","N21000613","sdz"
"28180","N21000611","BT403ER",NA,"postcode","N21000611","sdz"
"28181","N21000611","BT403ES",NA,"postcode","N21000611","sdz"
"28182","N21000611","BT403ET",NA,"postcode","N21000611","sdz"
"28183","N21000611","BT403EU",NA,"postcode","N21000611","sdz"
"28184","000000000","BT403EW",NA,"postcode","000000000","sdz"
"28185","N21000613","BT403EX",NA,"postcode","N21000613","sdz"
"28186","N21000615","BT403EY",NA,"postcode","N21000615","sdz"
"28187","N21000615","BT403EZ",NA,"postcode","N21000615","sdz"
"28188","N21000611","BT403FA",NA,"postcode","N21000611","sdz"
"28189","N21000613","BT403FB",NA,"postcode","N21000613","sdz"
"28190","N21000615","BT403FD",NA,"postcode","N21000615","sdz"
"28191","N21000613","BT403FE",NA,"postcode","N21000613","sdz"
"28192","N21000615","BT403FF",NA,"postcode","N21000615","sdz"
"28193","N21000614","BT403FG",NA,"postcode","N21000614","sdz"
"28194","N21000615","BT403GZ",NA,"postcode","N21000615","sdz"
"28195","N21000615","BT403HA",NA,"postcode","N21000615","sdz"
"28196","N21000615","BT403HB",NA,"postcode","N21000615","sdz"
"28197","N21000615","BT403HD",NA,"postcode","N21000615","sdz"
"28198","N21000615","BT403HE",NA,"postcode","N21000615","sdz"
"28199","N21000615","BT403HF",NA,"postcode","N21000615","sdz"
"28200","N21000615","BT403HG",NA,"postcode","N21000615","sdz"
"28201","N21000615","BT403HH",NA,"postcode","N21000615","sdz"
"28202","N21000615","BT403HJ",NA,"postcode","N21000615","sdz"
"28203","N21000615","BT403HL",NA,"postcode","N21000615","sdz"
"28204","N21000615","BT403HN",NA,"postcode","N21000615","sdz"
"28205","N21000615","BT403HP",NA,"postcode","N21000615","sdz"
"28206","N21000613","BT403HQ",NA,"postcode","N21000613","sdz"
"28207","000000000","BT403HR",NA,"postcode","000000000","sdz"
"28208","N21000615","BT403HS",NA,"postcode","N21000615","sdz"
"28209","N21000615","BT403HT",NA,"postcode","N21000615","sdz"
"28210","N21000615","BT403HU",NA,"postcode","N21000615","sdz"
"28211","N21000615","BT403HW",NA,"postcode","N21000615","sdz"
"28212","N21000615","BT403HX",NA,"postcode","N21000615","sdz"
"28213","N21000615","BT403HY",NA,"postcode","N21000615","sdz"
"28214","N21000615","BT403HZ",NA,"postcode","N21000615","sdz"
"28215","N21000615","BT403JA",NA,"postcode","N21000615","sdz"
"28216","N21000615","BT403JB",NA,"postcode","N21000615","sdz"
"28217","N21000615","BT403JD",NA,"postcode","N21000615","sdz"
"28218","N21000615","BT403JE",NA,"postcode","N21000615","sdz"
"28219","N21000615","BT403JF",NA,"postcode","N21000615","sdz"
"28220","N21000615","BT403JG",NA,"postcode","N21000615","sdz"
"28221","N21000615","BT403JH",NA,"postcode","N21000615","sdz"
"28222","N21000615","BT403JJ",NA,"postcode","N21000615","sdz"
"28223","000000000","BT403JL",NA,"postcode","000000000","sdz"
"28224","000000000","BT403JN",NA,"postcode","000000000","sdz"
"28225","N21000615","BT403JP",NA,"postcode","N21000615","sdz"
"28226","N21000615","BT403JQ",NA,"postcode","N21000615","sdz"
"28227","N21000613","BT403JS",NA,"postcode","N21000613","sdz"
"28228","N21000615","BT403JW",NA,"postcode","N21000615","sdz"
"28229","N21000613","BT403JX",NA,"postcode","N21000613","sdz"
"28230","N21000613","BT403JY",NA,"postcode","N21000613","sdz"
"28231","N21000613","BT403JZ",NA,"postcode","N21000613","sdz"
"28232","N21000613","BT403LA",NA,"postcode","N21000613","sdz"
"28233","N21000615","BT403LB",NA,"postcode","N21000615","sdz"
"28234","N21000613","BT403LD",NA,"postcode","N21000613","sdz"
"28235","N21000613","BT403LE",NA,"postcode","N21000613","sdz"
"28236","N21000613","BT403LF",NA,"postcode","N21000613","sdz"
"28237","N21000613","BT403LG",NA,"postcode","N21000613","sdz"
"28238","N21000613","BT403LH",NA,"postcode","N21000613","sdz"
"28239","N21000613","BT403LJ",NA,"postcode","N21000613","sdz"
"28240","N21000615","BT403LL",NA,"postcode","N21000615","sdz"
"28241","N21000615","BT403LN",NA,"postcode","N21000615","sdz"
"28242","N21000628","BT403LP",NA,"postcode","N21000628","sdz"
"28243","N21000613","BT403LQ",NA,"postcode","N21000613","sdz"
"28244","N21000613","BT403LR",NA,"postcode","N21000613","sdz"
"28245","N21000628","BT403LS",NA,"postcode","N21000628","sdz"
"28246","N21000613","BT403LT",NA,"postcode","N21000613","sdz"
"28247","N21000628","BT403LU",NA,"postcode","N21000628","sdz"
"28248","N21000615","BT403LW",NA,"postcode","N21000615","sdz"
"28249","N21000628","BT403LX",NA,"postcode","N21000628","sdz"
"28250","N21000628","BT403LY",NA,"postcode","N21000628","sdz"
"28251","N21000628","BT403LZ",NA,"postcode","N21000628","sdz"
"28252","N21000628","BT403NA",NA,"postcode","N21000628","sdz"
"28253","N21000628","BT403NB",NA,"postcode","N21000628","sdz"
"28254","N21000628","BT403ND",NA,"postcode","N21000628","sdz"
"28255","N21000628","BT403NE",NA,"postcode","N21000628","sdz"
"28256","N21000628","BT403NF",NA,"postcode","N21000628","sdz"
"28257","N21000628","BT403NG",NA,"postcode","N21000628","sdz"
"28258","N21000628","BT403NH",NA,"postcode","N21000628","sdz"
"28259","N21000613","BT403NJ",NA,"postcode","N21000613","sdz"
"28260","N21000613","BT403NL",NA,"postcode","N21000613","sdz"
"28261","N21000613","BT403NN",NA,"postcode","N21000613","sdz"
"28262","N21000613","BT403NP",NA,"postcode","N21000613","sdz"
"28263","N21000628","BT403NQ",NA,"postcode","N21000628","sdz"
"28264","N21000611","BT403NS",NA,"postcode","N21000611","sdz"
"28265","N21000611","BT403NT",NA,"postcode","N21000611","sdz"
"28266","000000000","BT403NU",NA,"postcode","000000000","sdz"
"28267","N21000613","BT403NW",NA,"postcode","N21000613","sdz"
"28268","N21000615","BT403NX",NA,"postcode","N21000615","sdz"
"28269","N21000615","BT403PA",NA,"postcode","N21000615","sdz"
"28270","000000000","BT403PB",NA,"postcode","000000000","sdz"
"28271","000000000","BT403PD",NA,"postcode","000000000","sdz"
"28272","000000000","BT403PE",NA,"postcode","000000000","sdz"
"28273","000000000","BT403PF",NA,"postcode","000000000","sdz"
"28274","N21000614","BT403PG",NA,"postcode","N21000614","sdz"
"28275","N21000615","BT403PH",NA,"postcode","N21000615","sdz"
"28276","N21000614","BT403PJ",NA,"postcode","N21000614","sdz"
"28277","N21000615","BT403PN",NA,"postcode","N21000615","sdz"
"28278","N21000614","BT403PP",NA,"postcode","N21000614","sdz"
"28279","N21000615","BT403PU",NA,"postcode","N21000615","sdz"
"28280","N21000615","BT403PW",NA,"postcode","N21000615","sdz"
"28281","N21000615","BT403RA",NA,"postcode","N21000615","sdz"
"28282","N21000615","BT403RB",NA,"postcode","N21000615","sdz"
"28283","N21000614","BT403RD",NA,"postcode","N21000614","sdz"
"28284","N21000614","BT403RE",NA,"postcode","N21000614","sdz"
"28285","N21000614","BT403RF",NA,"postcode","N21000614","sdz"
"28286","N21000614","BT403RG",NA,"postcode","N21000614","sdz"
"28287","N21000614","BT403RH",NA,"postcode","N21000614","sdz"
"28288","N21000614","BT403RJ",NA,"postcode","N21000614","sdz"
"28289","N21000614","BT403RL",NA,"postcode","N21000614","sdz"
"28290","N21000614","BT403RN",NA,"postcode","N21000614","sdz"
"28291","N21000614","BT403RP",NA,"postcode","N21000614","sdz"
"28292","N21000614","BT403RQ",NA,"postcode","N21000614","sdz"
"28293","N21000614","BT403RR",NA,"postcode","N21000614","sdz"
"28294","N21000614","BT403RS",NA,"postcode","N21000614","sdz"
"28295","N21000614","BT403RT",NA,"postcode","N21000614","sdz"
"28296","N21000614","BT403RU",NA,"postcode","N21000614","sdz"
"28297","N21000614","BT403RW",NA,"postcode","N21000614","sdz"
"28298","N21000614","BT403RX",NA,"postcode","N21000614","sdz"
"28299","N21000614","BT403RY",NA,"postcode","N21000614","sdz"
"28300","N21000614","BT403RZ",NA,"postcode","N21000614","sdz"
"28301","N21000614","BT403SA",NA,"postcode","N21000614","sdz"
"28302","N21000614","BT403SB",NA,"postcode","N21000614","sdz"
"28303","N21000614","BT403SD",NA,"postcode","N21000614","sdz"
"28304","N21000615","BT403SE",NA,"postcode","N21000615","sdz"
"28305","N21000614","BT403SF",NA,"postcode","N21000614","sdz"
"28306","N21000614","BT403SG",NA,"postcode","N21000614","sdz"
"28307","N21000615","BT403SH",NA,"postcode","N21000615","sdz"
"28308","N21000614","BT403SJ",NA,"postcode","N21000614","sdz"
"28309","N21000614","BT403SL",NA,"postcode","N21000614","sdz"
"28310","N21000614","BT403SN",NA,"postcode","N21000614","sdz"
"28311","N21000614","BT403SP",NA,"postcode","N21000614","sdz"
"28312","N21000614","BT403SQ",NA,"postcode","N21000614","sdz"
"28313","N21000614","BT403SR",NA,"postcode","N21000614","sdz"
"28314","N21000615","BT403SS",NA,"postcode","N21000615","sdz"
"28315","N21000615","BT403ST",NA,"postcode","N21000615","sdz"
"28316","N21000615","BT403SU",NA,"postcode","N21000615","sdz"
"28317","N21000614","BT403SW",NA,"postcode","N21000614","sdz"
"28318","N21000614","BT403SX",NA,"postcode","N21000614","sdz"
"28319","N21000614","BT403SY",NA,"postcode","N21000614","sdz"
"28320","N21000614","BT403SZ",NA,"postcode","N21000614","sdz"
"28321","N21000614","BT403TA",NA,"postcode","N21000614","sdz"
"28322","N21000614","BT403TB",NA,"postcode","N21000614","sdz"
"28323","N21000614","BT403TD",NA,"postcode","N21000614","sdz"
"28324","N21000614","BT403TE",NA,"postcode","N21000614","sdz"
"28325","N21000614","BT403TF",NA,"postcode","N21000614","sdz"
"28326","N21000614","BT403TG",NA,"postcode","N21000614","sdz"
"28327","N21000614","BT403TH",NA,"postcode","N21000614","sdz"
"28328","N21000614","BT403TJ",NA,"postcode","N21000614","sdz"
"28329","N21000614","BT403TL",NA,"postcode","N21000614","sdz"
"28330","N21000614","BT403TN",NA,"postcode","N21000614","sdz"
"28331","N21000614","BT403TP",NA,"postcode","N21000614","sdz"
"28332","N21000614","BT403TQ",NA,"postcode","N21000614","sdz"
"28333","N21000614","BT403TR",NA,"postcode","N21000614","sdz"
"28334","N21000614","BT403TS",NA,"postcode","N21000614","sdz"
"28335","N21000614","BT403TT",NA,"postcode","N21000614","sdz"
"28336","N21000614","BT403TU",NA,"postcode","N21000614","sdz"
"28337","N21000614","BT403TW",NA,"postcode","N21000614","sdz"
"28338","N21000614","BT403TX",NA,"postcode","N21000614","sdz"
"28339","N21000614","BT403TY",NA,"postcode","N21000614","sdz"
"28340","N21000614","BT403TZ",NA,"postcode","N21000614","sdz"
"28341","N21000614","BT403UA",NA,"postcode","N21000614","sdz"
"28342","N21000615","BT403UD",NA,"postcode","N21000615","sdz"
"28343","N21000615","BT403UE",NA,"postcode","N21000615","sdz"
"28344","N21000614","BT403UF",NA,"postcode","N21000614","sdz"
"28345","N21000614","BT403UG",NA,"postcode","N21000614","sdz"
"28346","N21000614","BT403WZ",NA,"postcode","N21000614","sdz"
"28347","N21000614","BT403XA",NA,"postcode","N21000614","sdz"
"28348","N21000614","BT403YA",NA,"postcode","N21000614","sdz"
"28349","000000000","BT409AB",NA,"postcode","000000000","sdz"
"28350","000000000","BT409AD",NA,"postcode","000000000","sdz"
"28351","000000000","BT409AE",NA,"postcode","000000000","sdz"
"28352","000000000","BT409AF",NA,"postcode","000000000","sdz"
"28353","000000000","BT409AH",NA,"postcode","000000000","sdz"
"28354","000000000","BT409AJ",NA,"postcode","000000000","sdz"
"28355","000000000","BT409AL",NA,"postcode","000000000","sdz"
"28356","000000000","BT409AN",NA,"postcode","000000000","sdz"
"28357","000000000","BT409AP",NA,"postcode","000000000","sdz"
"28358","000000000","BT409AQ",NA,"postcode","000000000","sdz"
"28359","000000000","BT409AR",NA,"postcode","000000000","sdz"
"28360","000000000","BT409AS",NA,"postcode","000000000","sdz"
"28361","000000000","BT409AT",NA,"postcode","000000000","sdz"
"28362","000000000","BT409AU",NA,"postcode","000000000","sdz"
"28363","000000000","BT409AW",NA,"postcode","000000000","sdz"
"28364","000000000","BT409AX",NA,"postcode","000000000","sdz"
"28365","000000000","BT409AY",NA,"postcode","000000000","sdz"
"28366","000000000","BT409AZ",NA,"postcode","000000000","sdz"
