"code","name","namew","type","parent","parent_type"
"N21000669","BT714EY","","postcode","N21000669","sdz"
"N21000669","BT714EZ","","postcode","N21000669","sdz"
"N21000675","BT714FA","","postcode","N21000675","sdz"
"N21000674","BT714FB","","postcode","N21000674","sdz"
"N21000677","BT714FD","","postcode","N21000677","sdz"
"N21000675","BT714FE","","postcode","N21000675","sdz"
"N21000673","BT714FF","","postcode","N21000673","sdz"
"N21000674","BT714FH","","postcode","N21000674","sdz"
"N21000675","BT714FJ","","postcode","N21000675","sdz"
"N21000675","BT714FL","","postcode","N21000675","sdz"
"N21000673","BT714FN","","postcode","N21000673","sdz"
"N21000676","BT714FP","","postcode","N21000676","sdz"
"N21000674","BT714FQ","","postcode","N21000674","sdz"
"N21000675","BT714GA","","postcode","N21000675","sdz"
"N21000673","BT714GH","","postcode","N21000673","sdz"
"N21000673","BT714GP","","postcode","N21000673","sdz"
"N21000674","BT714GU","","postcode","N21000674","sdz"
"N21000674","BT714GX","","postcode","N21000674","sdz"
"N21000673","BT714GY","","postcode","N21000673","sdz"
"N21000674","BT714GZ","","postcode","N21000674","sdz"
"N21000669","BT714HA","","postcode","N21000669","sdz"
"N21000669","BT714HB","","postcode","N21000669","sdz"
"N21000669","BT714HD","","postcode","N21000669","sdz"
"N21000669","BT714HE","","postcode","N21000669","sdz"
"N21000669","BT714HF","","postcode","N21000669","sdz"
"N21000669","BT714HG","","postcode","N21000669","sdz"
"N21000674","BT714HH","","postcode","N21000674","sdz"
"N21000674","BT714HJ","","postcode","N21000674","sdz"
"N21000675","BT714HL","","postcode","N21000675","sdz"
"N21000675","BT714HP","","postcode","N21000675","sdz"
"N21000669","BT714HQ","","postcode","N21000669","sdz"
"N21000675","BT714HR","","postcode","N21000675","sdz"
"N21000675","BT714HS","","postcode","N21000675","sdz"
"N21000675","BT714HT","","postcode","N21000675","sdz"
"N21000675","BT714HU","","postcode","N21000675","sdz"
"N21000673","BT714HX","","postcode","N21000673","sdz"
"N21000675","BT714HY","","postcode","N21000675","sdz"
"N21000674","BT714HZ","","postcode","N21000674","sdz"
"N21000675","BT714JA","","postcode","N21000675","sdz"
"N21000675","BT714JB","","postcode","N21000675","sdz"
"N21000675","BT714JD","","postcode","N21000675","sdz"
"N21000675","BT714JE","","postcode","N21000675","sdz"
"N21000675","BT714JF","","postcode","N21000675","sdz"
"N21000675","BT714JG","","postcode","N21000675","sdz"
"N21000675","BT714JH","","postcode","N21000675","sdz"
"N21000675","BT714JJ","","postcode","N21000675","sdz"
"N21000675","BT714JL","","postcode","N21000675","sdz"
"N21000675","BT714JN","","postcode","N21000675","sdz"
"N21000675","BT714JP","","postcode","N21000675","sdz"
"N21000675","BT714JQ","","postcode","N21000675","sdz"
"N21000675","BT714JR","","postcode","N21000675","sdz"
"N21000675","BT714JS","","postcode","N21000675","sdz"
"N21000675","BT714JT","","postcode","N21000675","sdz"
"N21000675","BT714JU","","postcode","N21000675","sdz"
"N21000675","BT714JW","","postcode","N21000675","sdz"
"N21000675","BT714JX","","postcode","N21000675","sdz"
"N21000675","BT714JY","","postcode","N21000675","sdz"
"N21000675","BT714JZ","","postcode","N21000675","sdz"
"N21000675","BT714LA","","postcode","N21000675","sdz"
"N21000675","BT714LB","","postcode","N21000675","sdz"
"N21000675","BT714LD","","postcode","N21000675","sdz"
"N21000675","BT714LE","","postcode","N21000675","sdz"
"N21000675","BT714LF","","postcode","N21000675","sdz"
"N21000675","BT714LG","","postcode","N21000675","sdz"
"N21000675","BT714LH","","postcode","N21000675","sdz"
"N21000675","BT714LJ","","postcode","N21000675","sdz"
"N21000675","BT714LL","","postcode","N21000675","sdz"
"N21000675","BT714LN","","postcode","N21000675","sdz"
"N21000675","BT714LP","","postcode","N21000675","sdz"
"N21000675","BT714LQ","","postcode","N21000675","sdz"
"N21000673","BT714LR","","postcode","N21000673","sdz"
"N21000675","BT714LS","","postcode","N21000675","sdz"
"N21000675","BT714LT","","postcode","N21000675","sdz"
"N21000675","BT714LU","","postcode","N21000675","sdz"
"N21000673","BT714LW","","postcode","N21000673","sdz"
"N21000675","BT714LX","","postcode","N21000675","sdz"
"N21000675","BT714LY","","postcode","N21000675","sdz"
"N21000675","BT714LZ","","postcode","N21000675","sdz"
"N21000676","BT714NA","","postcode","N21000676","sdz"
"N21000675","BT714NB","","postcode","N21000675","sdz"
"N21000675","BT714ND","","postcode","N21000675","sdz"
"N21000673","BT714NE","","postcode","N21000673","sdz"
"N21000673","BT714NF","","postcode","N21000673","sdz"
"N21000675","BT714NG","","postcode","N21000675","sdz"
"N21000673","BT714NH","","postcode","N21000673","sdz"
"N21000673","BT714NJ","","postcode","N21000673","sdz"
"N21000673","BT714NL","","postcode","N21000673","sdz"
"N21000674","BT714NN","","postcode","N21000674","sdz"
"N21000673","BT714NP","","postcode","N21000673","sdz"
"N21000675","BT714NQ","","postcode","N21000675","sdz"
"N21000674","BT714NR","","postcode","N21000674","sdz"
"N21000675","BT714NS","","postcode","N21000675","sdz"
"N21000674","BT714NT","","postcode","N21000674","sdz"
"N21000673","BT714NU","","postcode","N21000673","sdz"
"N21000673","BT714NW","","postcode","N21000673","sdz"
"N21000674","BT714NX","","postcode","N21000674","sdz"
"N21000673","BT714NY","","postcode","N21000673","sdz"
"N21000673","BT714NZ","","postcode","N21000673","sdz"
"N21000673","BT714PA","","postcode","N21000673","sdz"
"N21000673","BT714PB","","postcode","N21000673","sdz"
"N21000673","BT714PD","","postcode","N21000673","sdz"
"N21000673","BT714PE","","postcode","N21000673","sdz"
"N21000673","BT714PF","","postcode","N21000673","sdz"
"N21000673","BT714PG","","postcode","N21000673","sdz"
"N21000669","BT714PH","","postcode","N21000669","sdz"
"N21000669","BT714PJ","","postcode","N21000669","sdz"
"N21000669","BT714PL","","postcode","N21000669","sdz"
"N21000669","BT714PN","","postcode","N21000669","sdz"
"N21000673","BT714PP","","postcode","N21000673","sdz"
"N21000673","BT714PQ","","postcode","N21000673","sdz"
"N21000673","BT714PR","","postcode","N21000673","sdz"
"N21000673","BT714PS","","postcode","N21000673","sdz"
"N21000675","BT714PT","","postcode","N21000675","sdz"
"N21000670","BT714PU","","postcode","N21000670","sdz"
"N21000673","BT714PW","","postcode","N21000673","sdz"
"N21000673","BT714PX","","postcode","N21000673","sdz"
"N21000673","BT714PY","","postcode","N21000673","sdz"
"N21000673","BT714PZ","","postcode","N21000673","sdz"
"N21000673","BT714QA","","postcode","N21000673","sdz"
"N21000682","BT714QB","","postcode","N21000682","sdz"
"N21000671","BT714QD","","postcode","N21000671","sdz"
"N21000671","BT714QE","","postcode","N21000671","sdz"
"N21000675","BT714QF","","postcode","N21000675","sdz"
"N21000673","BT714QG","","postcode","N21000673","sdz"
"N21000671","BT714QH","","postcode","N21000671","sdz"
"N21000671","BT714QJ","","postcode","N21000671","sdz"
"N21000671","BT714QL","","postcode","N21000671","sdz"
"N21000671","BT714QN","","postcode","N21000671","sdz"
"N21000671","BT714QP","","postcode","N21000671","sdz"
"N21000682","BT714QQ","","postcode","N21000682","sdz"
"N21000671","BT714QR","","postcode","N21000671","sdz"
"N21000671","BT714QS","","postcode","N21000671","sdz"
"N21000671","BT714QT","","postcode","N21000671","sdz"
"N21000671","BT714QU","","postcode","N21000671","sdz"
"N21000671","BT714QW","","postcode","N21000671","sdz"
"N21000671","BT714QX","","postcode","N21000671","sdz"
"N21000671","BT714QY","","postcode","N21000671","sdz"
"N21000682","BT714QZ","","postcode","N21000682","sdz"
"N21000675","BT714RA","","postcode","N21000675","sdz"
"N21000675","BT714RB","","postcode","N21000675","sdz"
"N21000675","BT714RD","","postcode","N21000675","sdz"
"N21000675","BT714RE","","postcode","N21000675","sdz"
"N21000682","BT714RF","","postcode","N21000682","sdz"
"N21000675","BT714RG","","postcode","N21000675","sdz"
"N21000675","BT714RH","","postcode","N21000675","sdz"
"N21000673","BT714RJ","","postcode","N21000673","sdz"
"N21000675","BT714RL","","postcode","N21000675","sdz"
"N21000675","BT714RN","","postcode","N21000675","sdz"
"N21000673","BT714RP","","postcode","N21000673","sdz"
"N21000675","BT714RQ","","postcode","N21000675","sdz"
"N21000678","BT714RR","","postcode","N21000678","sdz"
"N21000673","BT714RS","","postcode","N21000673","sdz"
"N21000673","BT714RT","","postcode","N21000673","sdz"
"N21000673","BT714RU","","postcode","N21000673","sdz"
"N21000675","BT714RW","","postcode","N21000675","sdz"
"N21000675","BT714RX","","postcode","N21000675","sdz"
"N21000682","BT714RY","","postcode","N21000682","sdz"
"N21000675","BT714RZ","","postcode","N21000675","sdz"
"N21000675","BT714SA","","postcode","N21000675","sdz"
"N21000675","BT714SB","","postcode","N21000675","sdz"
"N21000673","BT714SD","","postcode","N21000673","sdz"
"N21000673","BT714SE","","postcode","N21000673","sdz"
"N21000675","BT714SF","","postcode","N21000675","sdz"
"N21000675","BT714SG","","postcode","N21000675","sdz"
"N21000674","BT714SH","","postcode","N21000674","sdz"
"N21000673","BT714SJ","","postcode","N21000673","sdz"
"N21000673","BT714SL","","postcode","N21000673","sdz"
"N21000673","BT714SN","","postcode","N21000673","sdz"
"N21000675","BT714SP","","postcode","N21000675","sdz"
"N21000673","BT714SQ","","postcode","N21000673","sdz"
"N21000675","BT714SR","","postcode","N21000675","sdz"
"N21000675","BT714ST","","postcode","N21000675","sdz"
"N21000675","BT714SU","","postcode","N21000675","sdz"
"N21000675","BT714SW","","postcode","N21000675","sdz"
"N21000675","BT714SX","","postcode","N21000675","sdz"
"N21000674","BT714SY","","postcode","N21000674","sdz"
"N21000673","BT714SZ","","postcode","N21000673","sdz"
"N21000673","BT714TA","","postcode","N21000673","sdz"
"N21000673","BT714TB","","postcode","N21000673","sdz"
"N21000673","BT714TD","","postcode","N21000673","sdz"
"N21000673","BT714TE","","postcode","N21000673","sdz"
"N21000673","BT714TF","","postcode","N21000673","sdz"
"N21000673","BT714TG","","postcode","N21000673","sdz"
"N21000674","BT714TH","","postcode","N21000674","sdz"
"N21000674","BT714TJ","","postcode","N21000674","sdz"
"N21000674","BT714TL","","postcode","N21000674","sdz"
"N21000674","BT714TN","","postcode","N21000674","sdz"
"N21000674","BT714TP","","postcode","N21000674","sdz"
"N21000673","BT714TQ","","postcode","N21000673","sdz"
"N21000673","BT714TR","","postcode","N21000673","sdz"
"N21000673","BT714TS","","postcode","N21000673","sdz"
"N21000674","BT714TU","","postcode","N21000674","sdz"
"N21000676","BT714TW","","postcode","N21000676","sdz"
"N21000673","BT714TX","","postcode","N21000673","sdz"
"N21000673","BT714TY","","postcode","N21000673","sdz"
"N21000675","BT714TZ","","postcode","N21000675","sdz"
"N21000673","BT714UB","","postcode","N21000673","sdz"
"N21000673","BT714UD","","postcode","N21000673","sdz"
"N21000675","BT714UE","","postcode","N21000675","sdz"
"N21000673","BT714UF","","postcode","N21000673","sdz"
"N21000674","BT714UJ","","postcode","N21000674","sdz"
"N21000673","BT714UL","","postcode","N21000673","sdz"
"N21000674","BT714WA","","postcode","N21000674","sdz"
"N21000674","BT714WZ","","postcode","N21000674","sdz"
"N21000673","BT714XA","","postcode","N21000673","sdz"
"N21000673","BT714XB","","postcode","N21000673","sdz"
"N21000675","BT714XD","","postcode","N21000675","sdz"
"N21000673","BT714XE","","postcode","N21000673","sdz"
"N21000673","BT714XF","","postcode","N21000673","sdz"
"N21000673","BT714XG","","postcode","N21000673","sdz"
"N21000673","BT714XH","","postcode","N21000673","sdz"
"N21000673","BT714XJ","","postcode","N21000673","sdz"
"N21000673","BT714YA","","postcode","N21000673","sdz"
"N21000673","BT714YB","","postcode","N21000673","sdz"
"N21000673","BT714YD","","postcode","N21000673","sdz"
"N21000674","BT714YE","","postcode","N21000674","sdz"
"N21000673","BT714YF","","postcode","N21000673","sdz"
"N21000670","BT715AA","","postcode","N21000670","sdz"
"N21000670","BT715AB","","postcode","N21000670","sdz"
"N21000670","BT715AD","","postcode","N21000670","sdz"
"N21000671","BT715AE","","postcode","N21000671","sdz"
"N21000671","BT715AF","","postcode","N21000671","sdz"
"N21000671","BT715AG","","postcode","N21000671","sdz"
"N21000671","BT715AH","","postcode","N21000671","sdz"
"N21000671","BT715AJ","","postcode","N21000671","sdz"
"N21000671","BT715AL","","postcode","N21000671","sdz"
"N21000671","BT715AN","","postcode","N21000671","sdz"
"N21000668","BT715AP","","postcode","N21000668","sdz"
"N21000671","BT715AQ","","postcode","N21000671","sdz"
"N21000668","BT715AR","","postcode","N21000668","sdz"
"N21000671","BT715AS","","postcode","N21000671","sdz"
"N21000671","BT715AT","","postcode","N21000671","sdz"
"N21000668","BT715AU","","postcode","N21000668","sdz"
"N21000671","BT715AW","","postcode","N21000671","sdz"
"N21000668","BT715AX","","postcode","N21000668","sdz"
"N21000671","BT715AY","","postcode","N21000671","sdz"
"N21000668","BT715AZ","","postcode","N21000668","sdz"
"N21000668","BT715BA","","postcode","N21000668","sdz"
"N21000662","BT715BB","","postcode","N21000662","sdz"
"N21000668","BT715BD","","postcode","N21000668","sdz"
"N21000662","BT715BE","","postcode","N21000662","sdz"
"N21000670","BT715BF","","postcode","N21000670","sdz"
"N21000668","BT715BG","","postcode","N21000668","sdz"
"N21000668","BT715BH","","postcode","N21000668","sdz"
"N21000668","BT715BJ","","postcode","N21000668","sdz"
"N21000668","BT715BL","","postcode","N21000668","sdz"
"N21000668","BT715BN","","postcode","N21000668","sdz"
"N21000668","BT715BP","","postcode","N21000668","sdz"
"N21000668","BT715BQ","","postcode","N21000668","sdz"
"N21000668","BT715BR","","postcode","N21000668","sdz"
"N21000668","BT715BS","","postcode","N21000668","sdz"
"N21000668","BT715BT","","postcode","N21000668","sdz"
"N21000668","BT715BW","","postcode","N21000668","sdz"
"N21000670","BT715BX","","postcode","N21000670","sdz"
"N21000670","BT715BY","","postcode","N21000670","sdz"
"N21000668","BT715BZ","","postcode","N21000668","sdz"
"N21000670","BT715DA","","postcode","N21000670","sdz"
"N21000670","BT715DB","","postcode","N21000670","sdz"
"N21000670","BT715DD","","postcode","N21000670","sdz"
"N21000670","BT715DE","","postcode","N21000670","sdz"
"N21000670","BT715DF","","postcode","N21000670","sdz"
"N21000669","BT715DG","","postcode","N21000669","sdz"
"N21000670","BT715DH","","postcode","N21000670","sdz"
"N21000670","BT715DJ","","postcode","N21000670","sdz"
"N21000670","BT715DL","","postcode","N21000670","sdz"
"N21000671","BT715DN","","postcode","N21000671","sdz"
"N21000671","BT715DP","","postcode","N21000671","sdz"
"N21000670","BT715DQ","","postcode","N21000670","sdz"
"N21000671","BT715DR","","postcode","N21000671","sdz"
"N21000671","BT715DS","","postcode","N21000671","sdz"
"N21000671","BT715DT","","postcode","N21000671","sdz"
"N21000671","BT715DU","","postcode","N21000671","sdz"
"N21000670","BT715DW","","postcode","N21000670","sdz"
"N21000671","BT715DX","","postcode","N21000671","sdz"
"N21000671","BT715DY","","postcode","N21000671","sdz"
"N21000671","BT715DZ","","postcode","N21000671","sdz"
"N21000671","BT715EA","","postcode","N21000671","sdz"
"N21000671","BT715EB","","postcode","N21000671","sdz"
"N21000671","BT715ED","","postcode","N21000671","sdz"
"N21000671","BT715EE","","postcode","N21000671","sdz"
"N21000670","BT715EF","","postcode","N21000670","sdz"
"N21000671","BT715EG","","postcode","N21000671","sdz"
"N21000671","BT715EH","","postcode","N21000671","sdz"
"N21000670","BT715EJ","","postcode","N21000670","sdz"
"N21000670","BT715EN","","postcode","N21000670","sdz"
"N21000670","BT715EP","","postcode","N21000670","sdz"
"N21000671","BT715EQ","","postcode","N21000671","sdz"
"N21000671","BT715ER","","postcode","N21000671","sdz"
"N21000671","BT715ES","","postcode","N21000671","sdz"
"N21000671","BT715ET","","postcode","N21000671","sdz"
"N21000671","BT715EU","","postcode","N21000671","sdz"
"N21000671","BT715EW","","postcode","N21000671","sdz"
"N21000670","BT715EX","","postcode","N21000670","sdz"
"N21000671","BT715EY","","postcode","N21000671","sdz"
"N21000671","BT715EZ","","postcode","N21000671","sdz"
"N21000670","BT715FA","","postcode","N21000670","sdz"
"N21000671","BT715FB","","postcode","N21000671","sdz"
"N21000671","BT715FD","","postcode","N21000671","sdz"
"N21000668","BT715FE","","postcode","N21000668","sdz"
"N21000671","BT715FF","","postcode","N21000671","sdz"
"N21000670","BT715FG","","postcode","N21000670","sdz"
"N21000671","BT715FH","","postcode","N21000671","sdz"
"N21000668","BT715FJ","","postcode","N21000668","sdz"
"N21000668","BT715FL","","postcode","N21000668","sdz"
"N21000670","BT715FN","","postcode","N21000670","sdz"
"N21000673","BT715FQ","","postcode","N21000673","sdz"
"N21000669","BT715FR","","postcode","N21000669","sdz"
"N21000668","BT715GA","","postcode","N21000668","sdz"
"N21000671","BT715HA","","postcode","N21000671","sdz"
"N21000671","BT715HB","","postcode","N21000671","sdz"
"N21000671","BT715HD","","postcode","N21000671","sdz"
"N21000671","BT715HE","","postcode","N21000671","sdz"
"N21000671","BT715HF","","postcode","N21000671","sdz"
"N21000671","BT715HG","","postcode","N21000671","sdz"
"N21000671","BT715HH","","postcode","N21000671","sdz"
"N21000670","BT715HJ","","postcode","N21000670","sdz"
"N21000670","BT715HL","","postcode","N21000670","sdz"
"N21000670","BT715HP","","postcode","N21000670","sdz"
"N21000671","BT715HQ","","postcode","N21000671","sdz"
"N21000670","BT715HR","","postcode","N21000670","sdz"
"N21000670","BT715HS","","postcode","N21000670","sdz"
"N21000670","BT715HT","","postcode","N21000670","sdz"
"N21000670","BT715HU","","postcode","N21000670","sdz"
"N21000670","BT715HX","","postcode","N21000670","sdz"
"N21000670","BT715HY","","postcode","N21000670","sdz"
"N21000670","BT715HZ","","postcode","N21000670","sdz"
"N21000670","BT715JA","","postcode","N21000670","sdz"
"N21000670","BT715JB","","postcode","N21000670","sdz"
"N21000670","BT715JD","","postcode","N21000670","sdz"
"N21000670","BT715JE","","postcode","N21000670","sdz"
"N21000670","BT715JF","","postcode","N21000670","sdz"
"N21000670","BT715JG","","postcode","N21000670","sdz"
"N21000669","BT715JH","","postcode","N21000669","sdz"
"N21000669","BT715JJ","","postcode","N21000669","sdz"
"N21000669","BT715JL","","postcode","N21000669","sdz"
"N21000669","BT715JN","","postcode","N21000669","sdz"
"N21000669","BT715JP","","postcode","N21000669","sdz"
"N21000670","BT715JQ","","postcode","N21000670","sdz"
"N21000670","BT715JR","","postcode","N21000670","sdz"
"N21000670","BT715JS","","postcode","N21000670","sdz"
"N21000670","BT715JT","","postcode","N21000670","sdz"
"N21000670","BT715JU","","postcode","N21000670","sdz"
"N21000669","BT715JW","","postcode","N21000669","sdz"
"N21000670","BT715JX","","postcode","N21000670","sdz"
"N21000670","BT715JY","","postcode","N21000670","sdz"
"N21000670","BT715LB","","postcode","N21000670","sdz"
"N21000670","BT715LD","","postcode","N21000670","sdz"
"N21000670","BT715LE","","postcode","N21000670","sdz"
"N21000670","BT715LF","","postcode","N21000670","sdz"
"N21000671","BT715LG","","postcode","N21000671","sdz"
"N21000671","BT715LJ","","postcode","N21000671","sdz"
"N21000669","BT715LL","","postcode","N21000669","sdz"
"N21000669","BT715LN","","postcode","N21000669","sdz"
"N21000669","BT715LP","","postcode","N21000669","sdz"
"N21000669","BT715LS","","postcode","N21000669","sdz"
"N21000669","BT715LT","","postcode","N21000669","sdz"
"N21000669","BT715LU","","postcode","N21000669","sdz"
"N21000669","BT715LW","","postcode","N21000669","sdz"
"N21000669","BT715LX","","postcode","N21000669","sdz"
"N21000669","BT715LY","","postcode","N21000669","sdz"
"N21000669","BT715LZ","","postcode","N21000669","sdz"
"N21000669","BT715NA","","postcode","N21000669","sdz"
"N21000669","BT715NB","","postcode","N21000669","sdz"
"N21000669","BT715ND","","postcode","N21000669","sdz"
"N21000669","BT715NE","","postcode","N21000669","sdz"
"N21000669","BT715NF","","postcode","N21000669","sdz"
"N21000669","BT715NG","","postcode","N21000669","sdz"
"N21000669","BT715NH","","postcode","N21000669","sdz"
"N21000669","BT715NJ","","postcode","N21000669","sdz"
"N21000671","BT715NL","","postcode","N21000671","sdz"
"N21000671","BT715NN","","postcode","N21000671","sdz"
"N21000668","BT715NP","","postcode","N21000668","sdz"
"N21000669","BT715NQ","","postcode","N21000669","sdz"
"N21000668","BT715NR","","postcode","N21000668","sdz"
"N21000671","BT715NS","","postcode","N21000671","sdz"
"N21000671","BT715NT","","postcode","N21000671","sdz"
"N21000671","BT715NU","","postcode","N21000671","sdz"
"N21000669","BT715NW","","postcode","N21000669","sdz"
"N21000671","BT715NX","","postcode","N21000671","sdz"
"N21000669","BT715NY","","postcode","N21000669","sdz"
"N21000671","BT715NZ","","postcode","N21000671","sdz"
"N21000669","BT715PA","","postcode","N21000669","sdz"
"N21000671","BT715PB","","postcode","N21000671","sdz"
"N21000671","BT715PD","","postcode","N21000671","sdz"
"N21000670","BT715PF","","postcode","N21000670","sdz"
"N21000670","BT715PG","","postcode","N21000670","sdz"
"N21000669","BT715PH","","postcode","N21000669","sdz"
"N21000669","BT715PJ","","postcode","N21000669","sdz"
"N21000669","BT715PL","","postcode","N21000669","sdz"
"N21000669","BT715PN","","postcode","N21000669","sdz"
"N21000669","BT715PP","","postcode","N21000669","sdz"
"N21000669","BT715PQ","","postcode","N21000669","sdz"
"N21000669","BT715PS","","postcode","N21000669","sdz"
"N21000669","BT715PT","","postcode","N21000669","sdz"
"N21000669","BT715PU","","postcode","N21000669","sdz"
"N21000670","BT715PW","","postcode","N21000670","sdz"
"N21000669","BT715PX","","postcode","N21000669","sdz"
"N21000669","BT715PY","","postcode","N21000669","sdz"
"N21000669","BT715PZ","","postcode","N21000669","sdz"
"N21000669","BT715QB","","postcode","N21000669","sdz"
"N21000670","BT715QD","","postcode","N21000670","sdz"
"N21000670","BT715QE","","postcode","N21000670","sdz"
"N21000670","BT715QF","","postcode","N21000670","sdz"
"N21000670","BT715QG","","postcode","N21000670","sdz"
"N21000670","BT715QH","","postcode","N21000670","sdz"
"N21000670","BT715QJ","","postcode","N21000670","sdz"
"N21000670","BT715QL","","postcode","N21000670","sdz"
"N21000670","BT715QN","","postcode","N21000670","sdz"
"N21000670","BT715QP","","postcode","N21000670","sdz"
"N21000670","BT715QQ","","postcode","N21000670","sdz"
"N21000670","BT715WZ","","postcode","N21000670","sdz"
"N21000670","BT715YA","","postcode","N21000670","sdz"
"N21000670","BT715YD","","postcode","N21000670","sdz"
"N21000670","BT715YE","","postcode","N21000670","sdz"
"N21000670","BT715YF","","postcode","N21000670","sdz"
"N21000670","BT715YG","","postcode","N21000670","sdz"
"N21000670","BT715YZ","","postcode","N21000670","sdz"
"N21000670","BT715ZW","","postcode","N21000670","sdz"
"N21000678","BT716AA","","postcode","N21000678","sdz"
"N21000678","BT716AB","","postcode","N21000678","sdz"
"N21000678","BT716AD","","postcode","N21000678","sdz"
"N21000678","BT716AE","","postcode","N21000678","sdz"
"N21000678","BT716AG","","postcode","N21000678","sdz"
"N21000678","BT716AH","","postcode","N21000678","sdz"
"N21000678","BT716AJ","","postcode","N21000678","sdz"
"N21000678","BT716AL","","postcode","N21000678","sdz"
"N21000678","BT716AN","","postcode","N21000678","sdz"
"N21000678","BT716AP","","postcode","N21000678","sdz"
"N21000678","BT716AQ","","postcode","N21000678","sdz"
"N21000678","BT716AR","","postcode","N21000678","sdz"
"N21000678","BT716AS","","postcode","N21000678","sdz"
"N21000678","BT716AT","","postcode","N21000678","sdz"
"N21000678","BT716AW","","postcode","N21000678","sdz"
"N21000678","BT716AX","","postcode","N21000678","sdz"
"N21000678","BT716AY","","postcode","N21000678","sdz"
"N21000680","BT716AZ","","postcode","N21000680","sdz"
"N21000678","BT716BA","","postcode","N21000678","sdz"
"N21000678","BT716BB","","postcode","N21000678","sdz"
"N21000680","BT716BD","","postcode","N21000680","sdz"
"N21000678","BT716BE","","postcode","N21000678","sdz"
"N21000079","BT716BF","","postcode","N21000079","sdz"
"N21000676","BT716BG","","postcode","N21000676","sdz"
"N21000676","BT716BH","","postcode","N21000676","sdz"
"N21000678","BT716BJ","","postcode","N21000678","sdz"
"N21000678","BT716BL","","postcode","N21000678","sdz"
"N21000683","BT716BN","","postcode","N21000683","sdz"
"N21000680","BT716BP","","postcode","N21000680","sdz"
"N21000676","BT716BQ","","postcode","N21000676","sdz"
"N21000683","BT716BS","","postcode","N21000683","sdz"
"N21000681","BT716BT","","postcode","N21000681","sdz"
"N21000683","BT716BU","","postcode","N21000683","sdz"
"N21000683","BT716BW","","postcode","N21000683","sdz"
"N21000680","BT716BX","","postcode","N21000680","sdz"
"N21000680","BT716BY","","postcode","N21000680","sdz"
"N21000683","BT716BZ","","postcode","N21000683","sdz"
"N21000680","BT716DA","","postcode","N21000680","sdz"
"N21000680","BT716DB","","postcode","N21000680","sdz"
"N21000680","BT716DD","","postcode","N21000680","sdz"
"N21000676","BT716DE","","postcode","N21000676","sdz"
"N21000676","BT716DF","","postcode","N21000676","sdz"
"N21000680","BT716DG","","postcode","N21000680","sdz"
"N21000676","BT716DH","","postcode","N21000676","sdz"
"N21000680","BT716DJ","","postcode","N21000680","sdz"
"N21000680","BT716DL","","postcode","N21000680","sdz"
"N21000680","BT716DN","","postcode","N21000680","sdz"
"N21000676","BT716DP","","postcode","N21000676","sdz"
"N21000680","BT716DQ","","postcode","N21000680","sdz"
"N21000676","BT716DR","","postcode","N21000676","sdz"
"N21000676","BT716DS","","postcode","N21000676","sdz"
"N21000676","BT716DT","","postcode","N21000676","sdz"
"N21000680","BT716DU","","postcode","N21000680","sdz"
"N21000676","BT716DW","","postcode","N21000676","sdz"
"N21000683","BT716DX","","postcode","N21000683","sdz"
"N21000683","BT716DY","","postcode","N21000683","sdz"
"N21000678","BT716DZ","","postcode","N21000678","sdz"
"N21000680","BT716EB","","postcode","N21000680","sdz"
"N21000678","BT716ED","","postcode","N21000678","sdz"
"N21000679","BT716EE","","postcode","N21000679","sdz"
"N21000683","BT716EF","","postcode","N21000683","sdz"
"N21000678","BT716EG","","postcode","N21000678","sdz"
"N21000674","BT716EL","","postcode","N21000674","sdz"
"N21000683","BT716EN","","postcode","N21000683","sdz"
"N21000674","BT716EP","","postcode","N21000674","sdz"
"N21000683","BT716EQ","","postcode","N21000683","sdz"
"N21000674","BT716ER","","postcode","N21000674","sdz"
"N21000674","BT716ES","","postcode","N21000674","sdz"
"N21000679","BT716ET","","postcode","N21000679","sdz"
"N21000679","BT716EU","","postcode","N21000679","sdz"
"N21000683","BT716EW","","postcode","N21000683","sdz"
"N21000679","BT716EX","","postcode","N21000679","sdz"
"N21000682","BT716EY","","postcode","N21000682","sdz"
"N21000679","BT716EZ","","postcode","N21000679","sdz"
"N21000676","BT716FA","","postcode","N21000676","sdz"
"N21000683","BT716FB","","postcode","N21000683","sdz"
"N21000680","BT716FD","","postcode","N21000680","sdz"
"N21000683","BT716FE","","postcode","N21000683","sdz"
"N21000683","BT716FF","","postcode","N21000683","sdz"
"N21000679","BT716FH","","postcode","N21000679","sdz"
"N21000679","BT716FJ","","postcode","N21000679","sdz"
"N21000679","BT716FL","","postcode","N21000679","sdz"
"N21000679","BT716FN","","postcode","N21000679","sdz"
"N21000679","BT716FP","","postcode","N21000679","sdz"
"N21000682","BT716FQ","","postcode","N21000682","sdz"
"N21000679","BT716FR","","postcode","N21000679","sdz"
"N21000679","BT716FS","","postcode","N21000679","sdz"
"N21000679","BT716FT","","postcode","N21000679","sdz"
"N21000676","BT716FU","","postcode","N21000676","sdz"
"N21000679","BT716FW","","postcode","N21000679","sdz"
"N21000680","BT716FX","","postcode","N21000680","sdz"
"N21000678","BT716FY","","postcode","N21000678","sdz"
"N21000676","BT716FZ","","postcode","N21000676","sdz"
"N21000675","BT716GA","","postcode","N21000675","sdz"
"N21000676","BT716GB","","postcode","N21000676","sdz"
"N21000676","BT716GD","","postcode","N21000676","sdz"
